Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,season
F1,2021-02-14,Angers,Nantes,1.0,3.0,A,2021
F1,2021-02-14,Dijon,Nimes,0.0,2.0,A,2021
F1,2021-02-14,Metz,Strasbourg,1.0,2.0,A,2021
F1,2021-02-14,Rennes,St Etienne,0.0,2.0,A,2021
F1,2021-02-14,Lille,Brest,0.0,0.0,D,2021
F1,2021-02-14,Bordeaux,Marseille,0.0,0.0,D,2021
F1,2021-02-17,Marseille,Nice,3.0,2.0,H,2021
F1,2021-02-19,Brest,Lyon,2.0,3.0,A,2021
F1,2021-02-20,St Etienne,Reims,1.0,1.0,D,2021
F1,2021-02-20,Nantes,Marseille,1.0,1.0,D,2021
F1,2021-02-21,Montpellier,Rennes,2.0,1.0,H,2021
F1,2021-02-21,Lens,Dijon,2.0,1.0,H,2021
F1,2021-02-21,Nice,Metz,1.0,2.0,A,2021
F1,2021-02-21,Nimes,Bordeaux,2.0,0.0,H,2021
F1,2021-02-21,Strasbourg,Angers,0.0,0.0,D,2021
F1,2021-02-21,Lorient,Lille,1.0,4.0,A,2021
F1,2021-02-21,Paris SG,Monaco,0.0,2.0,A,2021
F1,2021-02-24,Nimes,Lorient,1.0,0.0,H,2021
F1,2021-02-26,Rennes,Nice,1.0,2.0,A,2021
F1,2021-02-27,Bordeaux,Metz,1.0,2.0,A,2021
F1,2021-02-27,Dijon,Paris SG,0.0,4.0,A,2021
F1,2021-02-28,Monaco,Brest,2.0,0.0,H,2021
F1,2021-02-28,Angers,Lens,2.0,2.0,D,2021
F1,2021-02-28,Lorient,St Etienne,2.0,1.0,H,2021
F1,2021-02-28,Nimes,Nantes,1.0,1.0,D,2021
F1,2021-02-28,Reims,Montpellier,0.0,0.0,D,2021
F1,2021-02-28,Lille,Strasbourg,1.0,1.0,D,2021
F1,2021-02-28,Marseille,Lyon,1.0,1.0,D,2021
F1,2021-03-03,Brest,Dijon,3.0,1.0,H,2021
F1,2021-03-03,Lyon,Rennes,1.0,0.0,H,2021
F1,2021-03-03,Metz,Angers,0.0,1.0,A,2021
F1,2021-03-03,Nice,Nimes,2.0,1.0,H,2021
F1,2021-03-03,St Etienne,Lens,2.0,3.0,A,2021
F1,2021-03-03,Bordeaux,Paris SG,0.0,1.0,A,2021
F1,2021-03-03,Lille,Marseille,2.0,0.0,H,2021
F1,2021-03-03,Montpellier,Lorient,1.0,1.0,D,2021
F1,2021-03-03,Nantes,Reims,1.0,2.0,A,2021
F1,2021-03-03,Strasbourg,Monaco,1.0,0.0,H,2021
F1,2021-03-10,Marseille,Rennes,1.0,0.0,H,2021
F1,2021-03-12,Reims,Lyon,1.0,1.0,D,2021
F1,2021-03-13,Angers,St Etienne,0.0,1.0,A,2021
F1,2021-03-13,Marseille,Brest,3.0,1.0,H,2021
F1,2021-03-14,Nimes,Montpellier,1.0,1.0,D,2021
F1,2021-03-14,Dijon,Bordeaux,1.0,3.0,A,2021
F1,2021-03-14,Lens,Metz,2.0,2.0,D,2021
F1,2021-03-14,Lorient,Nice,1.0,1.0,D,2021
F1,2021-03-14,Rennes,Strasbourg,1.0,0.0,H,2021
F1,2021-03-14,Monaco,Lille,0.0,0.0,D,2021
F1,2021-03-14,Paris SG,Nantes,1.0,2.0,A,2021
F1,2021-03-19,St Etienne,Monaco,0.0,4.0,A,2021
F1,2021-03-20,Metz,Rennes,1.0,3.0,A,2021
F1,2021-03-20,Nice,Marseille,3.0,0.0,H,2021
F1,2021-03-21,Strasbourg,Lens,1.0,2.0,A,2021
F1,2021-03-21,Brest,Angers,0.0,0.0,D,2021
F1,2021-03-21,Dijon,Reims,0.0,1.0,A,2021
F1,2021-03-21,Montpellier,Bordeaux,3.0,1.0,H,2021
F1,2021-03-21,Nantes,Lorient,1.0,1.0,D,2021
F1,2021-03-21,Lille,Nimes,1.0,2.0,A,2021
F1,2021-03-21,Lyon,Paris SG,2.0,4.0,A,2021
F1,2021-04-03,Monaco,Metz,4.0,0.0,H,2021
F1,2021-04-03,Paris SG,Lille,0.0,1.0,A,2021
F1,2021-04-03,Lens,Lyon,1.0,1.0,D,2021
F1,2021-04-04,Angers,Montpellier,1.0,1.0,D,2021
F1,2021-04-04,Bordeaux,Strasbourg,2.0,3.0,A,2021
F1,2021-04-04,Lorient,Brest,1.0,0.0,H,2021
F1,2021-04-04,Nantes,Nice,1.0,2.0,A,2021
F1,2021-04-04,Reims,Rennes,2.0,2.0,D,2021
F1,2021-04-04,Nimes,St Etienne,0.0,2.0,A,2021
F1,2021-04-04,Marseille,Dijon,2.0,0.0,H,2021
F1,2021-04-09,Metz,Lille,0.0,2.0,A,2021
F1,2021-04-10,Strasbourg,Paris SG,1.0,4.0,A,2021
F1,2021-04-10,Montpellier,Marseille,3.0,3.0,D,2021
F1,2021-04-11,Rennes,Nantes,1.0,0.0,H,2021
F1,2021-04-11,Brest,Nimes,1.0,1.0,D,2021
F1,2021-04-11,Lens,Lorient,4.0,1.0,H,2021
F1,2021-04-11,Nice,Reims,0.0,0.0,D,2021
F1,2021-04-11,St Etienne,Bordeaux,4.0,1.0,H,2021
F1,2021-04-11,Monaco,Dijon,3.0,0.0,H,2021
F1,2021-04-11,Lyon,Angers,3.0,0.0,H,2021
F1,2021-04-16,Lille,Montpellier,1.0,1.0,D,2021
F1,2021-04-17,Angers,Rennes,0.0,3.0,A,2021
F1,2021-04-17,Marseille,Lorient,3.0,2.0,H,2021
F1,2021-04-18,Paris SG,St Etienne,3.0,2.0,H,2021
F1,2021-04-18,Brest,Lens,1.0,1.0,D,2021
F1,2021-04-18,Dijon,Nice,2.0,0.0,H,2021
F1,2021-04-18,Nimes,Strasbourg,1.0,1.0,D,2021
F1,2021-04-18,Reims,Metz,0.0,0.0,D,2021
F1,2021-04-18,Bordeaux,Monaco,0.0,3.0,A,2021
F1,2021-04-18,Nantes,Lyon,1.0,2.0,A,2021
F1,2021-04-23,Reims,Marseille,1.0,3.0,A,2021
F1,2021-04-24,St Etienne,Brest,1.0,2.0,A,2021
F1,2021-04-24,Metz,Paris SG,1.0,3.0,A,2021
F1,2021-04-25,Nice,Montpellier,3.0,1.0,H,2021
F1,2021-04-25,Lens,Nimes,2.0,1.0,H,2021
F1,2021-04-25,Lorient,Bordeaux,4.0,1.0,H,2021
F1,2021-04-25,Rennes,Dijon,5.0,1.0,H,2021
F1,2021-04-25,Strasbourg,Nantes,1.0,2.0,A,2021
F1,2021-04-25,Angers,Monaco,0.0,1.0,A,2021
F1,2021-04-25,Lyon,Lille,2.0,3.0,A,2021
F1,2021-04-30,Marseille,Strasbourg,1.0,1.0,D,2021
F1,2021-05-01,Paris SG,Lens,2.0,1.0,H,2021
F1,2021-05-01,Lille,Nice,2.0,0.0,H,2021
F1,2021-05-02,Bordeaux,Rennes,1.0,0.0,H,2021
F1,2021-05-02,Brest,Nantes,1.0,4.0,A,2021
F1,2021-05-02,Dijon,Metz,1.0,5.0,A,2021
F1,2021-05-02,Lorient,Angers,2.0,0.0,H,2021
F1,2021-05-02,Nimes,Reims,2.0,2.0,D,2021
F1,2021-05-02,Montpellier,St Etienne,1.0,2.0,A,2021
F1,2021-05-02,Monaco,Lyon,2.0,3.0,A,2021
F1,2021-05-07,Lens,Lille,0.0,3.0,A,2021
F1,2021-05-08,Nantes,Bordeaux,3.0,0.0,H,2021
F1,2021-05-08,Lyon,Lorient,4.0,1.0,H,2021
F1,2021-05-09,St Etienne,Marseille,1.0,0.0,H,2021
F1,2021-05-09,Angers,Dijon,3.0,0.0,H,2021
F1,2021-05-09,Metz,Nimes,0.0,3.0,A,2021
F1,2021-05-09,Nice,Brest,3.0,2.0,H,2021
F1,2021-05-09,Strasbourg,Montpellier,2.0,3.0,A,2021
F1,2021-05-09,Reims,Monaco,0.0,1.0,A,2021
F1,2021-05-09,Rennes,Paris SG,1.0,1.0,D,2021
F1,2021-05-16,Bordeaux,Lens,3.0,0.0,H,2021
F1,2021-05-16,Dijon,Nantes,0.0,4.0,A,2021
F1,2021-05-16,Lille,St Etienne,0.0,0.0,D,2021
F1,2021-05-16,Lorient,Metz,2.0,1.0,H,2021
F1,2021-05-16,Marseille,Angers,3.0,2.0,H,2021
F1,2021-05-16,Monaco,Rennes,2.0,1.0,H,2021
F1,2021-05-16,Montpellier,Brest,0.0,0.0,D,2021
F1,2021-05-16,Nice,Strasbourg,0.0,2.0,A,2021
F1,2021-05-16,Nimes,Lyon,2.0,5.0,A,2021
F1,2021-05-16,Paris SG,Reims,4.0,0.0,H,2021
F1,2021-05-23,Angers,Lille,1.0,2.0,A,2021
F1,2021-05-23,Brest,Paris SG,0.0,2.0,A,2021
F1,2021-05-23,Lens,Monaco,0.0,0.0,D,2021
F1,2021-05-23,Lyon,Nice,2.0,3.0,A,2021
F1,2021-05-23,Metz,Marseille,1.0,1.0,D,2021
F1,2021-05-23,Nantes,Montpellier,1.0,2.0,A,2021
F1,2021-05-23,Reims,Bordeaux,1.0,2.0,A,2021
F1,2021-05-23,Rennes,Nimes,2.0,0.0,H,2021
F1,2021-05-23,St Etienne,Dijon,0.0,1.0,A,2021
F1,2021-05-23,Strasbourg,Lorient,1.0,1.0,D,2021
F2,2020-08-22,Toulouse,Dunkerque,0.0,1.0,A,2021
F2,2020-08-22,Ajaccio,Chateauroux,0.0,1.0,A,2021
F2,2020-08-22,Amiens,Nancy,1.0,0.0,H,2021
F2,2020-08-22,Auxerre,Sochaux,0.0,2.0,A,2021
F2,2020-08-22,Chambly,Paris FC,0.0,3.0,A,2021
F2,2020-08-22,Clermont,Caen,0.0,0.0,D,2021
F2,2020-08-22,Guingamp,Niort,0.0,1.0,A,2021
F2,2020-08-22,Rodez,Grenoble,1.0,0.0,H,2021
F2,2020-08-22,Valenciennes,Pau FC,3.0,0.0,H,2021
F2,2020-08-24,Troyes,Le Havre,2.0,0.0,H,2021
F2,2020-08-29,Caen,Ajaccio,1.0,0.0,H,2021
F2,2020-08-29,Nancy,Guingamp,2.0,2.0,D,2021
F2,2020-08-29,Chateauroux,Auxerre,1.0,2.0,A,2021
F2,2020-08-29,Dunkerque,Clermont,1.0,1.0,D,2021
F2,2020-08-29,Grenoble,Toulouse,5.0,3.0,H,2021
F2,2020-08-29,Le Havre,Amiens,1.0,0.0,H,2021
F2,2020-08-29,Niort,Chambly,1.0,1.0,D,2021
F2,2020-08-29,Paris FC,Valenciennes,1.0,0.0,H,2021
F2,2020-08-29,Pau FC,Rodez,1.0,1.0,D,2021
F2,2020-08-29,Sochaux,Troyes,2.0,1.0,H,2021
F2,2020-09-12,Guingamp,Le Havre,1.0,3.0,A,2021
F2,2020-09-12,Amiens,Paris FC,1.0,2.0,A,2021
F2,2020-09-12,Auxerre,Clermont,0.0,1.0,A,2021
F2,2020-09-12,Chambly,Grenoble,1.0,2.0,A,2021
F2,2020-09-12,Niort,Nancy,1.0,0.0,H,2021
F2,2020-09-12,Rodez,Caen,0.0,3.0,A,2021
F2,2020-09-12,Troyes,Pau FC,2.0,0.0,H,2021
F2,2020-09-12,Valenciennes,Chateauroux,1.0,0.0,H,2021
F2,2020-09-14,Toulouse,Sochaux,0.0,0.0,D,2021
F2,2020-09-19,Clermont,Toulouse,1.0,1.0,D,2021
F2,2020-09-19,Caen,Chambly,0.0,0.0,D,2021
F2,2020-09-19,Chateauroux,Amiens,0.0,0.0,D,2021
F2,2020-09-19,Dunkerque,Valenciennes,1.0,0.0,H,2021
F2,2020-09-19,Grenoble,Ajaccio,2.0,0.0,H,2021
F2,2020-09-19,Le Havre,Niort,0.0,1.0,A,2021
F2,2020-09-19,Paris FC,Nancy,0.0,2.0,A,2021
F2,2020-09-19,Pau FC,Guingamp,0.0,1.0,A,2021
F2,2020-09-19,Sochaux,Rodez,2.0,2.0,D,2021
F2,2020-09-21,Auxerre,Troyes,2.0,1.0,H,2021
F2,2020-09-26,Toulouse,Auxerre,3.0,1.0,H,2021
F2,2020-09-26,Ajaccio,Sochaux,1.0,1.0,D,2021
F2,2020-09-26,Amiens,Pau FC,0.0,0.0,D,2021
F2,2020-09-26,Chambly,Chateauroux,2.0,1.0,H,2021
F2,2020-09-26,Guingamp,Grenoble,1.0,0.0,H,2021
F2,2020-09-26,Nancy,Le Havre,0.0,1.0,A,2021
F2,2020-09-26,Niort,Paris FC,2.0,2.0,D,2021
F2,2020-09-26,Rodez,Dunkerque,2.0,1.0,H,2021
F2,2020-09-26,Valenciennes,Caen,1.0,0.0,H,2021
F2,2020-09-28,Troyes,Clermont,1.0,0.0,H,2021
F2,2020-09-30,Ajaccio,Dunkerque,1.0,0.0,H,2021
F2,2020-10-03,Toulouse,Troyes,0.0,0.0,D,2021
F2,2020-10-03,Caen,Amiens,1.0,0.0,H,2021
F2,2020-10-03,Auxerre,Ajaccio,5.0,1.0,H,2021
F2,2020-10-03,Chateauroux,Niort,2.0,0.0,H,2021
F2,2020-10-03,Clermont,Rodez,3.0,0.0,H,2021
F2,2020-10-03,Dunkerque,Guingamp,1.0,0.0,H,2021
F2,2020-10-03,Grenoble,Valenciennes,2.0,0.0,H,2021
F2,2020-10-03,Paris FC,Le Havre,3.0,0.0,H,2021
F2,2020-10-03,Pau FC,Nancy,1.0,1.0,D,2021
F2,2020-10-03,Sochaux,Chambly,3.0,2.0,H,2021
F2,2020-10-16,Chambly,Clermont,0.0,3.0,A,2021
F2,2020-10-17,Valenciennes,Sochaux,0.0,0.0,D,2021
F2,2020-10-17,Ajaccio,Toulouse,0.0,1.0,A,2021
F2,2020-10-17,Amiens,Grenoble,1.0,0.0,H,2021
F2,2020-10-17,Le Havre,Chateauroux,1.0,1.0,D,2021
F2,2020-10-17,Nancy,Dunkerque,2.0,1.0,H,2021
F2,2020-10-17,Niort,Caen,3.0,0.0,H,2021
F2,2020-10-17,Paris FC,Pau FC,1.0,0.0,H,2021
F2,2020-10-17,Rodez,Troyes,0.0,1.0,A,2021
F2,2020-10-19,Guingamp,Auxerre,2.0,0.0,H,2021
F2,2020-10-24,Caen,Guingamp,1.0,0.0,H,2021
F2,2020-10-24,Auxerre,Chambly,4.0,0.0,H,2021
F2,2020-10-24,Chateauroux,Paris FC,1.0,2.0,A,2021
F2,2020-10-24,Clermont,Ajaccio,0.0,2.0,A,2021
F2,2020-10-24,Dunkerque,Le Havre,0.0,1.0,A,2021
F2,2020-10-24,Pau FC,Niort,4.0,1.0,H,2021
F2,2020-10-24,Toulouse,Rodez,3.0,0.0,H,2021
F2,2020-10-24,Troyes,Valenciennes,1.0,1.0,D,2021
F2,2020-10-26,Sochaux,Amiens,0.0,2.0,A,2021
F2,2020-10-31,Paris FC,Caen,3.0,1.0,H,2021
F2,2020-10-31,Ajaccio,Troyes,0.0,4.0,A,2021
F2,2020-10-31,Chambly,Dunkerque,0.0,1.0,A,2021
F2,2020-10-31,Guingamp,Sochaux,0.0,0.0,D,2021
F2,2020-10-31,Le Havre,Pau FC,1.0,0.0,H,2021
F2,2020-10-31,Nancy,Chateauroux,2.0,1.0,H,2021
F2,2020-10-31,Rodez,Auxerre,2.0,2.0,D,2021
F2,2020-10-31,Valenciennes,Clermont,1.0,3.0,A,2021
F2,2020-11-02,Amiens,Toulouse,0.0,1.0,A,2021
F2,2020-11-07,Clermont,Guingamp,0.0,0.0,D,2021
F2,2020-11-07,Grenoble,Le Havre,2.0,1.0,H,2021
F2,2020-11-07,Auxerre,Amiens,2.0,1.0,H,2021
F2,2020-11-07,Caen,Nancy,2.0,1.0,H,2021
F2,2020-11-07,Chateauroux,Pau FC,0.0,3.0,A,2021
F2,2020-11-07,Dunkerque,Paris FC,0.0,1.0,A,2021
F2,2020-11-07,Rodez,Ajaccio,0.0,1.0,A,2021
F2,2020-11-07,Sochaux,Niort,3.0,4.0,A,2021
F2,2020-11-07,Toulouse,Valenciennes,4.0,5.0,A,2021
F2,2020-11-07,Troyes,Chambly,2.0,2.0,D,2021
F2,2020-11-21,Le Havre,Caen,1.0,2.0,A,2021
F2,2020-11-21,Amiens,Clermont,1.0,1.0,D,2021
F2,2020-11-21,Chambly,Toulouse,1.0,1.0,D,2021
F2,2020-11-21,Chateauroux,Sochaux,2.0,1.0,H,2021
F2,2020-11-21,Niort,Dunkerque,1.0,2.0,A,2021
F2,2020-11-21,Paris FC,Auxerre,0.0,3.0,A,2021
F2,2020-11-21,Pau FC,Grenoble,0.0,2.0,A,2021
F2,2020-11-21,Valenciennes,Rodez,1.0,1.0,D,2021
F2,2020-11-23,Guingamp,Ajaccio,2.0,2.0,D,2021
F2,2020-11-24,Grenoble,Nancy,1.0,0.0,H,2021
F2,2020-11-28,Grenoble,Paris FC,0.0,0.0,D,2021
F2,2020-11-28,Toulouse,Niort,2.0,1.0,H,2021
F2,2020-11-28,Ajaccio,Chambly,0.0,0.0,D,2021
F2,2020-11-28,Auxerre,Valenciennes,1.0,1.0,D,2021
F2,2020-11-28,Caen,Chateauroux,1.0,1.0,D,2021
F2,2020-11-28,Clermont,Nancy,2.0,0.0,H,2021
F2,2020-11-28,Dunkerque,Pau FC,2.0,2.0,D,2021
F2,2020-11-28,Rodez,Guingamp,1.0,1.0,D,2021
F2,2020-11-28,Sochaux,Le Havre,4.0,0.0,H,2021
F2,2020-11-28,Troyes,Amiens,2.0,1.0,H,2021
F2,2020-12-01,Amiens,Dunkerque,1.0,0.0,H,2021
F2,2020-12-01,Chambly,Rodez,1.0,0.0,H,2021
F2,2020-12-01,Chateauroux,Grenoble,0.0,1.0,A,2021
F2,2020-12-01,Guingamp,Troyes,1.0,2.0,A,2021
F2,2020-12-01,Le Havre,Auxerre,1.0,1.0,D,2021
F2,2020-12-01,Nancy,Toulouse,1.0,3.0,A,2021
F2,2020-12-01,Niort,Clermont,1.0,0.0,H,2021
F2,2020-12-01,Paris FC,Sochaux,0.0,0.0,D,2021
F2,2020-12-01,Pau FC,Caen,1.0,0.0,H,2021
F2,2020-12-01,Valenciennes,Ajaccio,1.0,1.0,D,2021
F2,2020-12-05,Troyes,Paris FC,2.0,1.0,H,2021
F2,2020-12-05,Auxerre,Niort,6.0,0.0,H,2021
F2,2020-12-05,Caen,Grenoble,1.0,1.0,D,2021
F2,2020-12-05,Chambly,Valenciennes,1.0,2.0,A,2021
F2,2020-12-05,Clermont,Pau FC,3.0,0.0,H,2021
F2,2020-12-05,Dunkerque,Chateauroux,2.0,0.0,H,2021
F2,2020-12-05,Rodez,Amiens,1.0,2.0,A,2021
F2,2020-12-05,Sochaux,Nancy,1.0,1.0,D,2021
F2,2020-12-05,Toulouse,Guingamp,2.0,2.0,D,2021
F2,2020-12-07,Ajaccio,Le Havre,1.0,1.0,D,2021
F2,2020-12-12,Caen,Troyes,0.0,0.0,D,2021
F2,2020-12-12,Amiens,Chambly,1.0,1.0,D,2021
F2,2020-12-12,Chateauroux,Toulouse,0.0,3.0,A,2021
F2,2020-12-12,Grenoble,Dunkerque,4.0,0.0,H,2021
F2,2020-12-12,Guingamp,Valenciennes,1.0,1.0,D,2021
F2,2020-12-12,Nancy,Auxerre,2.0,2.0,D,2021
F2,2020-12-12,Niort,Ajaccio,2.0,0.0,H,2021
F2,2020-12-12,Paris FC,Rodez,1.0,1.0,D,2021
F2,2020-12-14,Le Havre,Clermont,0.0,0.0,D,2021
F2,2020-12-15,Nancy,Troyes,2.0,3.0,A,2021
F2,2020-12-15,Niort,Grenoble,0.0,0.0,D,2021
F2,2020-12-15,Pau FC,Sochaux,0.0,0.0,D,2021
F2,2020-12-18,Ajaccio,Nancy,1.0,0.0,H,2021
F2,2020-12-18,Auxerre,Pau FC,2.0,1.0,H,2021
F2,2020-12-18,Chambly,Guingamp,3.0,0.0,H,2021
F2,2020-12-18,Dunkerque,Caen,2.0,3.0,A,2021
F2,2020-12-18,Rodez,Chateauroux,1.0,1.0,D,2021
F2,2020-12-18,Sochaux,Grenoble,1.0,1.0,D,2021
F2,2020-12-18,Troyes,Niort,1.0,0.0,H,2021
F2,2020-12-18,Valenciennes,Amiens,0.0,2.0,A,2021
F2,2020-12-19,Clermont,Paris FC,3.0,2.0,H,2021
F2,2020-12-19,Toulouse,Le Havre,4.0,3.0,H,2021
F2,2020-12-22,Amiens,Ajaccio,0.0,0.0,D,2021
F2,2020-12-22,Caen,Sochaux,1.0,4.0,A,2021
F2,2020-12-22,Chateauroux,Clermont,0.0,1.0,A,2021
F2,2020-12-22,Dunkerque,Auxerre,0.0,1.0,A,2021
F2,2020-12-22,Grenoble,Troyes,2.0,0.0,H,2021
F2,2020-12-22,Le Havre,Rodez,1.0,1.0,D,2021
F2,2020-12-22,Nancy,Chambly,3.0,3.0,D,2021
F2,2020-12-22,Niort,Valenciennes,0.0,3.0,A,2021
F2,2020-12-22,Paris FC,Guingamp,3.0,2.0,H,2021
F2,2020-12-22,Pau FC,Toulouse,0.0,3.0,A,2021
F2,2021-01-05,Ajaccio,Pau FC,4.0,1.0,H,2021
F2,2021-01-05,Auxerre,Caen,1.0,1.0,D,2021
F2,2021-01-05,Chambly,Le Havre,0.0,1.0,A,2021
F2,2021-01-05,Clermont,Grenoble,3.0,0.0,H,2021
F2,2021-01-05,Guingamp,Amiens,2.0,2.0,D,2021
F2,2021-01-05,Rodez,Niort,1.0,1.0,D,2021
F2,2021-01-05,Sochaux,Dunkerque,1.0,0.0,H,2021
F2,2021-01-05,Toulouse,Paris FC,1.0,0.0,H,2021
F2,2021-01-05,Troyes,Chateauroux,2.0,0.0,H,2021
F2,2021-01-05,Valenciennes,Nancy,2.0,3.0,A,2021
F2,2021-01-08,Chateauroux,Guingamp,2.0,3.0,A,2021
F2,2021-01-08,Dunkerque,Troyes,0.0,0.0,D,2021
F2,2021-01-08,Le Havre,Valenciennes,0.0,2.0,A,2021
F2,2021-01-08,Nancy,Rodez,2.0,2.0,D,2021
F2,2021-01-08,Niort,Amiens,0.0,2.0,A,2021
F2,2021-01-08,Paris FC,Ajaccio,1.0,1.0,D,2021
F2,2021-01-08,Pau FC,Chambly,1.0,3.0,A,2021
F2,2021-01-08,Sochaux,Clermont,0.0,0.0,D,2021
F2,2021-01-09,Grenoble,Auxerre,2.0,2.0,D,2021
F2,2021-01-11,Caen,Toulouse,2.0,2.0,D,2021
F2,2021-01-16,Toulouse,Grenoble,2.0,0.0,H,2021
F2,2021-01-16,Troyes,Sochaux,2.0,1.0,H,2021
F2,2021-01-16,Ajaccio,Caen,1.0,0.0,H,2021
F2,2021-01-16,Amiens,Le Havre,0.0,0.0,D,2021
F2,2021-01-16,Auxerre,Chateauroux,4.0,1.0,H,2021
F2,2021-01-16,Clermont,Dunkerque,5.0,0.0,H,2021
F2,2021-01-16,Guingamp,Nancy,0.0,0.0,D,2021
F2,2021-01-16,Rodez,Pau FC,1.0,0.0,H,2021
F2,2021-01-23,Clermont,Auxerre,1.0,0.0,H,2021
F2,2021-01-23,Caen,Rodez,1.0,2.0,A,2021
F2,2021-01-23,Chateauroux,Valenciennes,3.0,3.0,D,2021
F2,2021-01-23,Dunkerque,Ajaccio,3.0,1.0,H,2021
F2,2021-01-23,Grenoble,Chambly,2.0,0.0,H,2021
F2,2021-01-23,Le Havre,Guingamp,1.0,1.0,D,2021
F2,2021-01-23,Nancy,Niort,2.0,2.0,D,2021
F2,2021-01-23,Paris FC,Amiens,4.0,2.0,H,2021
F2,2021-01-23,Pau FC,Troyes,0.0,1.0,A,2021
F2,2021-01-25,Sochaux,Toulouse,0.0,1.0,A,2021
F2,2021-01-26,Valenciennes,Paris FC,2.0,0.0,H,2021
F2,2021-01-27,Chambly,Niort,1.0,1.0,D,2021
F2,2021-01-30,Toulouse,Clermont,3.0,2.0,H,2021
F2,2021-01-30,Troyes,Auxerre,3.0,1.0,H,2021
F2,2021-01-30,Ajaccio,Grenoble,2.0,1.0,H,2021
F2,2021-01-30,Amiens,Chateauroux,1.0,0.0,H,2021
F2,2021-01-30,Chambly,Caen,4.0,2.0,H,2021
F2,2021-01-30,Guingamp,Pau FC,2.0,3.0,A,2021
F2,2021-01-30,Nancy,Paris FC,1.0,1.0,D,2021
F2,2021-01-30,Niort,Le Havre,0.0,0.0,D,2021
F2,2021-01-30,Rodez,Sochaux,1.0,1.0,D,2021
F2,2021-01-30,Valenciennes,Dunkerque,1.0,0.0,H,2021
F2,2021-02-02,Auxerre,Toulouse,3.0,1.0,H,2021
F2,2021-02-02,Caen,Valenciennes,1.0,1.0,D,2021
F2,2021-02-02,Chateauroux,Chambly,4.0,0.0,H,2021
F2,2021-02-02,Clermont,Troyes,2.0,1.0,H,2021
F2,2021-02-02,Dunkerque,Rodez,0.0,0.0,D,2021
F2,2021-02-02,Grenoble,Guingamp,2.0,1.0,H,2021
F2,2021-02-02,Le Havre,Nancy,1.0,1.0,D,2021
F2,2021-02-02,Paris FC,Niort,3.0,3.0,D,2021
F2,2021-02-02,Pau FC,Amiens,2.0,0.0,H,2021
F2,2021-02-02,Sochaux,Ajaccio,0.0,2.0,A,2021
F2,2021-02-05,Ajaccio,Auxerre,0.0,0.0,D,2021
F2,2021-02-05,Amiens,Caen,0.0,0.0,D,2021
F2,2021-02-05,Chambly,Sochaux,1.0,4.0,A,2021
F2,2021-02-05,Guingamp,Dunkerque,0.0,0.0,D,2021
F2,2021-02-05,Nancy,Pau FC,1.0,0.0,H,2021
F2,2021-02-05,Niort,Chateauroux,1.0,1.0,D,2021
F2,2021-02-05,Rodez,Clermont,2.0,0.0,H,2021
F2,2021-02-05,Valenciennes,Grenoble,0.0,1.0,A,2021
F2,2021-02-06,Le Havre,Paris FC,1.0,0.0,H,2021
F2,2021-02-06,Troyes,Toulouse,1.0,1.0,D,2021
F2,2021-02-13,Auxerre,Guingamp,1.0,1.0,D,2021
F2,2021-02-13,Caen,Niort,1.0,0.0,H,2021
F2,2021-02-13,Chateauroux,Le Havre,0.0,1.0,A,2021
F2,2021-02-13,Clermont,Chambly,1.0,0.0,H,2021
F2,2021-02-13,Dunkerque,Nancy,1.0,2.0,A,2021
F2,2021-02-13,Grenoble,Amiens,0.0,0.0,D,2021
F2,2021-02-13,Pau FC,Paris FC,1.0,1.0,D,2021
F2,2021-02-13,Troyes,Rodez,2.0,1.0,H,2021
F2,2021-02-15,Sochaux,Valenciennes,2.0,0.0,H,2021
F2,2021-02-15,Toulouse,Ajaccio,3.0,0.0,H,2021
F2,2021-02-20,Valenciennes,Troyes,2.0,2.0,D,2021
F2,2021-02-20,Ajaccio,Clermont,0.0,2.0,A,2021
F2,2021-02-20,Amiens,Sochaux,0.0,1.0,A,2021
F2,2021-02-20,Chambly,Auxerre,0.0,1.0,A,2021
F2,2021-02-20,Le Havre,Dunkerque,1.0,1.0,D,2021
F2,2021-02-20,Nancy,Grenoble,1.0,2.0,A,2021
F2,2021-02-20,Niort,Pau FC,2.0,1.0,H,2021
F2,2021-02-20,Paris FC,Chateauroux,1.0,0.0,H,2021
F2,2021-02-20,Rodez,Toulouse,1.0,0.0,H,2021
F2,2021-02-22,Guingamp,Caen,2.0,2.0,D,2021
F2,2021-02-27,Toulouse,Amiens,3.0,0.0,H,2021
F2,2021-02-27,Troyes,Ajaccio,1.0,0.0,H,2021
F2,2021-02-27,Auxerre,Rodez,0.0,1.0,A,2021
F2,2021-02-27,Caen,Paris FC,0.0,2.0,A,2021
F2,2021-02-27,Chateauroux,Nancy,1.0,4.0,A,2021
F2,2021-02-27,Clermont,Valenciennes,4.0,0.0,H,2021
F2,2021-02-27,Dunkerque,Chambly,1.0,1.0,D,2021
F2,2021-02-27,Grenoble,Niort,1.0,1.0,D,2021
F2,2021-02-27,Pau FC,Le Havre,2.0,0.0,H,2021
F2,2021-02-27,Sochaux,Guingamp,0.0,0.0,D,2021
F2,2021-03-02,Ajaccio,Rodez,1.0,0.0,H,2021
F2,2021-03-02,Amiens,Auxerre,1.0,1.0,D,2021
